pokemon_uid,pokemon_id,cp,trainer_name,num_upgrades,move_1,move_2,height,weight,stamina,stamina_max,cp_multiplier,additional_cp_multiplier,iv_defense,iv_stamina,iv_attack,last_seen,form,costume
2185717787704940620,242,3065,gabriiiiiix,34,234,86,1.59943,54.588,532,532,0.510391,0,14,12,15,"2018-02-14 21:53:06",0,0
2198171211752357961,143,2766,SirCarrion37,0,234,268,2.1347,525.589,220,220,0.333607,0,11,12,10,"2018-02-16 17:41:44",0,0
2202853352926101994,85,1397,07MCosta,0,239,45,1.76343,95.9931,136,136,0.520779,0,10,11,11,"2018-01-28 16:43:13",NULL,NULL
2206431918175625526,214,2091,VaiPraDeus,7,243,31,1.89843,84.714,148,148,0.428486,0,14,13,2,"2018-02-17 16:11:15",0,0
2209711382918527350,216,923,Charmilh0,0,220,88,0.550675,6.44463,180,180,0.715341,0,10,7,14,"2018-02-10 14:15:31",0,0
2215706533331458337,242,2034,Luisaloost,5,222,86,1.3607,45.6123,636,636,0.610853,0,15,12,13,"2018-01-27 02:32:03",NULL,NULL
2220979061659389118,143,2839,LucasBozzatoKND,0,234,268,1.68937,276.805,222,222,0.3392,0,9,10,4,"2018-02-17 12:01:41",0,0
2222697790201183733,217,1711,Asenheinm,5,228,14,1.9032,131.587,158,158,0.418237,0,10,11,2,"2018-01-27 16:26:57",NULL,NULL
2230541740579536422,319,357,jjjoanakbmagma,0,202,50,1.84279,95.5078,62,62,0.206585,0,6,13,8,"2018-02-15 22:18:43",0,0
2234860739500570773,112,2950,Aline2xm,0,241,31,1.7516,99.0411,280,280,0.651877,0,11,6,13,"2018-02-17 18:05:06",0,0
2237817677795150757,336,886,jggjjbbmfx,0,266,50,2.73905,56.9806,166,166,0.530681,0,14,11,7,"2018-02-16 22:21:40",0,0
2238215446866582487,87,1561,KhalDrig,0,266,105,1.86016,128.101,158,158,0.412327,0,12,13,11,"2018-02-16 11:14:36",0,0
2255090877902475658,157,1536,AM4ND1T4,0,209,103,1.62679,72.5524,138,138,0.413837,0,1,13,14,"2018-02-05 21:08:46",0,0
2262516100534475780,134,2597,SS53H,0,230,107,1.06703,25.6852,196,196,0.379054,0,10,0,15,"2018-02-18 04:02:38",0,0
2262600732927326140,214,2504,niltonsilva2,0,261,245,1.5919,56.6974,112,112,0.329949,0,14,11,13,"2018-02-10 17:26:04",0,0
2264462889592734103,214,1495,TiagoSalvatte,0,261,245,1.31587,46.8092,90,90,0.260321,0,8,13,5,"2018-02-02 18:46:17",NULL,NULL
2269101527145344839,214,686,MelissaRosa31,4,243,22,1.4126,55.121,78,78,0.233323,0,4,9,4,"2018-02-13 18:40:04",0,0
2274976266143281367,217,2424,Pafuncinho,0,243,14,1.817,120.642,164,164,0.423136,0,12,14,8,"2018-02-07 05:26:49",0,0
2282889901936456827,130,2805,OiLauri,22,202,107,6.19554,212.53,134,134,0.329928,0,13,14,12,"2018-02-15 14:31:21",0,0
2286261749585957147,214,1627,EduardoX92,4,243,22,1.39574,53.423,198,198,0.572494,0,7,14,13,"2018-01-31 20:43:27",NULL,NULL
2292219769198518386,113,804,LucasOSD,0,234,86,1.34531,41.5514,414,414,0.404082,0,15,13,12,"2018-01-29 19:27:10",NULL,NULL
2295580145687911058,217,1273,SchwantzLuan,0,243,14,1.68397,102.167,106,106,0.28538,0,11,8,10,"2018-02-07 11:27:41",0,0
2296437669555356732,44,513,SrPopo,0,225,87,0.717928,7.49359,88,88,0.338023,0,5,13,7,"2018-02-11 23:42:17",0,0
2305196901674110239,59,2354,niltonsilva2,0,240,279,1.88984,149.497,126,126,0.335355,0,7,10,4,"2018-02-11 14:11:53",0,0
2307851818841863784,6,1511,profvanessas,0,255,103,2.01095,131.789,94,94,0.275284,0,14,15,12,"2018-02-13 21:43:12",0,0
2318177724085408845,217,648,crisortzz,0,228,88,2.07043,179.472,122,122,0.335817,0,1,2,14,"2018-01-29 22:32:47",NULL,NULL
2327668573566399298,130,2906,DigueXava,49,202,80,7.88661,358.201,174,174,0.428289,0,15,15,13,"2018-02-17 23:11:52",0,0
2332263572340590210,282,2773,TomateLeRTHX,14,235,108,1.67833,52.2524,102,102,0.345857,0,6,14,15,"2018-02-17 11:19:48",0,0
2334315949314131805,335,1865,niltonsilva2,0,200,245,1.4229,41.4424,216,216,0.690902,0,5,11,15,"2018-01-28 05:35:42",NULL,NULL
2341297024326458585,248,3544,batdylma,36,202,279,1.8332,109.797,302,302,0.702526,0,14,15,14,"2018-02-08 16:39:08",0,0
2347010582461074156,314,1109,RAM0SR,0,221,262,0.640042,19.0593,176,176,0.676815,0,13,1,0,"2018-02-10 16:03:45",0,0
2362662945936392337,134,2864,Niqueeh,35,230,107,0.935299,23.0601,184,184,0.336672,0,15,15,15,"2018-02-10 11:46:14",0,0
2371580709563082789,214,1359,wiedergrun,0,243,31,1.70379,72.2124,148,148,0.433948,0,2,11,14,"2018-02-13 19:24:51",0,0
2372135198632602320,221,1257,Potatoemankind,0,244,95,1.15908,72.3588,208,208,0.48951,0,11,13,11,"2018-02-17 18:35:33",0,0
2373676162256697958,149,3032,gabriiiiiix,42,253,14,1.98351,121.513,170,170,0.43887,0,13,12,15,"2018-02-11 14:47:53",0,0
2378096135417400900,136,2324,niltonsilva2,0,209,24,1.09059,33.2208,110,110,0.391394,0,6,11,15,"2018-02-02 15:43:44",NULL,NULL
2378623529108536022,103,2103,EduMaXPrO,0,235,59,2.0745,122.691,188,188,0.459468,0,9,15,12,"2018-02-15 14:39:27",0,0
2382569621685241584,6,1518,NathanGermanota,0,269,103,2.12555,152.876,120,120,0.353223,0,11,15,15,"2018-02-12 02:00:52",0,0
2384146617422624652,217,2059,MestreCarolS,0,243,14,1.68497,127.981,128,128,0.341681,0,14,8,12,"2018-01-27 04:51:08",NULL,NULL
2384377380036722505,45,1777,AlexBotini,0,215,47,1.11287,14.0189,124,124,0.385285,0,6,13,8,"2018-02-13 13:52:11",0,0
2385700752703748484,113,995,Pafuncinho,0,222,14,1.01112,34.7593,332,332,0.327241,0,8,8,13,"2018-02-16 17:22:17",0,0
2388007390599102591,131,1455,GodFelpz,0,230,107,2.52462,238.803,218,218,0.396479,0,13,15,12,"2018-02-05 22:15:12",0,0
2388953452291343305,248,2768,13SheldonCooper,4,202,103,1.88113,219.497,156,156,0.365376,0,11,14,12,"2018-02-16 10:21:22",0,0
2392832061683540711,130,1802,gabrieljk1,4,202,107,6.93952,16.814,150,150,0.376542,0,6,11,13,"2018-02-11 17:23:46",0,0
2403449974332767437,297,2129,Hirsung,1,243,245,2.80258,365.711,188,188,0.318944,0,8,9,11,"2018-02-17 17:23:42",0,0
2403924371769040317,38,1809,gangstermateus,0,269,116,1.21116,21.9104,140,140,0.447534,0,11,11,9,"2018-02-14 21:23:17",0,0
2404225660662269282,289,2577,Eduguerreiro91,0,287,88,2.1953,142.572,290,290,0.508063,0,13,13,15,"2018-02-15 17:32:08",0,0
2407272888727911470,134,2720,DougPortoM,22,230,107,1.11943,40.278,176,176,0.33527,0,7,3,15,"2018-02-10 15:22:41",0,0
2408256072031830878,130,3159,jussiefrolich,54,283,107,8.04469,375.518,258,258,0.629694,0,13,15,14,"2018-02-16 23:18:35",0,0
2436669462520128336,344,1442,Andershowsilva,0,235,31,1.67057,128.586,154,154,0.572568,0,15,15,4,"2018-02-11 14:47:53",0,0
2438033924231631083,143,2395,PinkBodmin,0,234,268,2.2151,622.473,250,250,0.387441,0,11,5,12,"2018-01-31 13:13:55",NULL,NULL
2443411941942632338,286,1607,Andershowsilva,0,271,246,1.42418,57.6225,122,122,0.468289,0,3,11,11,"2018-02-11 20:14:58",0,0
2443812473307909847,103,2640,rodeghiero,19,274,108,2.08396,153.286,174,174,0.430656,0,12,13,14,"2018-02-13 01:47:09",0,0
2444873729556525494,214,2116,Kaffeeina,0,261,31,1.42723,44.9792,104,104,0.310345,0,12,8,5,"2018-01-31 19:18:58",NULL,NULL
2445508772567289237,111,1478,Rodynely,0,233,95,0.972056,103.129,176,176,0.505971,0,15,15,14,"2018-02-10 22:58:45",0,0
2446226160739851199,143,2249,SirCarrion37,8,234,31,1.55401,233.74,280,280,0.422611,0,13,13,12,"2018-02-06 10:47:04",0,0
2451117984360955823,143,1567,TassianeAguiar,0,234,14,2.58354,724.622,264,264,0.397995,0,4,13,2,"2018-02-09 09:25:44",0,0
2462965470020774408,103,2224,CacaGo5,0,271,59,1.65935,78.7441,122,122,0.316521,0,15,4,10,"2018-02-07 21:19:31",0,0
2466901141058275557,295,1913,Thecelt1,29,202,103,1.60051,101.854,330,330,0.740205,0,14,15,8,"2018-02-03 22:25:51",NULL,NULL
2468692637157566962,160,1746,PaulinoRP,9,202,107,2.15429,83.9725,144,144,0.392587,0,7,14,10,"2018-02-02 20:35:17",NULL,NULL
2470416004959781791,130,2978,MaiconNeujahr,22,283,107,6.25022,215.45,160,160,0.404669,0,14,10,13,"2018-01-31 12:17:22",NULL,NULL
2473174772127394504,103,2040,PedroBassa,0,271,116,2.46625,139.799,164,164,0.416819,0,15,9,4,"2018-02-09 09:42:53",0,0
2473615308395300335,103,1676,SkyFaallYTBR,0,271,116,2.20572,169.834,108,108,0.280047,0,10,5,3,"2018-02-02 18:31:58",NULL,NULL
2473723388940540831,248,2615,PinkBodmin,0,202,103,2.19701,233.119,138,138,0.324887,0,7,13,10,"2018-01-31 17:08:06",NULL,NULL
2474413608000783818,214,2396,datanis,0,261,245,1.60776,63.5065,168,168,0.490104,0,12,13,6,"2018-02-17 13:58:24",0,0
2475078006659565478,103,1779,jedrtskl,1,271,59,1.92817,111.546,144,144,0.3529,0,7,15,8,"2018-02-06 14:04:41",0,0
2493106196602596800,65,2508,Andershowsilva,1,226,247,1.87614,71.6745,158,158,0.63272,0,14,15,8,"2018-02-17 15:30:53",0,0
2493441331896439469,242,2830,paafonso,24,234,14,1.45659,38.7378,440,440,0.420306,0,12,14,15,"2018-02-08 05:21:57",0,0
2494628070660664553,234,830,Bilafirefighter,0,221,251,1.56112,86.003,112,112,0.362363,0,5,10,7,"2018-02-01 18:43:49",NULL,NULL
2500957179692056673,209,383,Maurowell,0,202,123,0.716878,9.57822,76,76,0.296175,0,13,11,6,"2018-02-16 07:18:57",0,0
2503377145817576319,356,937,Lelecudismo,0,264,67,1.5146,24.2054,70,70,0.381504,0,12,13,15,"2018-02-14 14:23:47",0,0
2503674422544881370,44,676,Trebor193,0,215,90,0.811891,8.6723,122,122,0.477316,0,9,8,9,"2018-01-28 06:05:19",NULL,NULL
2513007541667976387,248,2321,JosePerleberg,5,202,103,1.89169,196.765,264,264,0.62983,0,12,11,15,"2018-01-27 10:20:29",NULL,NULL
2514735003997028757,297,2363,MrDarth78,0,243,245,1.85189,145.805,290,290,0.480665,0,12,14,10,"2018-02-11 07:34:58",0,0
2522207147478988247,130,2157,elmatoso9,4,283,279,6.48269,256.139,126,126,0.319746,0,12,9,10,"2018-01-29 16:36:01",NULL,NULL
2523054030236148654,68,1602,Gabr1elBarros,0,229,268,1.5089,93.5347,126,126,0.332667,0,13,12,11,"2018-02-17 12:26:59",0,0
2529124579309416655,297,2459,Lucianobage,0,243,246,2.15008,260.364,304,304,0.504183,0,13,15,14,"2018-02-07 16:00:22",0,0
2531331731858627580,117,973,LuizNeujahr,0,204,82,1.12461,24.504,66,66,0.28605,0,5,6,8,"2018-01-31 07:04:17",NULL,NULL
2537872951149262761,134,2477,DiiiegoO1391,2,230,58,1.26534,46.1893,168,168,0.318172,0,14,6,15,"2018-02-13 05:07:01",0,0
2539898695092964598,134,2637,albertokk88,0,230,105,0.872095,20.1028,334,334,0.634396,0,13,4,15,"2018-02-02 15:44:31",NULL,NULL
2557348031848701148,242,1637,IEmanuelTL,0,222,86,1.51071,53.8507,596,596,0.581048,0,6,4,10,"2018-01-27 12:07:36",NULL,NULL
2558211651014620670,134,2405,Henriquehbx18,2,230,105,0.879593,22.737,364,364,0.662748,0,12,15,14,"2018-02-10 14:52:56",0,0
2565325827545438759,112,2574,ZeratusFury,0,233,32,1.74163,113.054,188,188,0.425735,0,6,13,15,"2018-02-11 14:46:31",0,0
2565811045332533437,77,224,tvcosta1,0,221,21,1.04337,34.5802,68,68,0.305777,0,4,13,6,"2018-01-27 11:12:27",NULL,NULL
2567982422051635377,143,1435,MrDarth78,0,212,268,1.89749,322.653,234,234,0.357063,0,10,9,6,"2018-02-07 11:24:47",0,0
2570982212742695136,130,2658,Rominhou,18,253,107,8.01883,362.144,164,164,0.408204,0,11,13,13,"2018-02-17 21:57:46",0,0
2571039085765199697,134,1964,RichardinhoGP,0,230,58,0.955222,26.314,172,172,0.328543,0,14,2,0,"2018-02-01 13:52:42",NULL,NULL
2571557195492977591,38,1874,gangstermateus,0,238,116,1.24217,26.1818,122,122,0.398289,0,14,8,13,"2018-02-14 12:16:46",0,0
2576918065682913132,351,368,StelfElf1,0,264,273,0.301167,0.774455,92,92,0.302974,0,8,13,15,"2018-02-10 20:13:07",29,0
2579676455868566449,134,2749,Diegobx28,19,230,58,1.01014,27.603,180,180,0.331315,0,13,13,15,"2018-02-01 14:51:59",NULL,NULL
2582336813345962666,214,1766,leyesld,7,261,22,1.35546,45.6076,114,114,0.330842,0,14,14,11,"2018-02-13 11:21:07",0,0
2584966701327029687,143,1565,wiedergrun,9,234,14,1.86541,249.676,180,180,0.272907,0,14,13,14,"2018-02-12 09:51:19",0,0
2584982275016759267,36,2085,iLeoGarcia,0,249,86,1.32117,40.6585,168,168,0.422187,0,13,11,9,"2018-02-01 07:22:43",NULL,NULL
2585335590991475165,143,1860,CamachoVolcan,0,212,31,1.98972,385.73,210,210,0.316438,0,12,13,11,"2018-02-13 19:23:03",0,0
2596774156188996192,136,2374,RodrigoLealDias,0,269,24,0.991014,26.5018,130,130,0.479775,0,10,6,14,"2018-02-10 12:41:00",0,0
2599384699555555378,134,2971,Leomarjr,32,230,107,0.9309,20.7755,216,216,0.394421,0,15,14,15,"2018-02-18 12:58:28",0,0
2602164632860466174,336,991,MelissaRosa31,0,266,279,2.05291,24.3283,118,118,0.375318,0,4,13,14,"2018-02-12 20:43:01",0,0
2606585359059589203,143,2202,Henriquehbx18,0,212,268,2.04726,411.567,194,194,0.292516,0,14,14,7,"2018-02-14 21:19:15",0,0
2608419309489205564,103,2189,LucasM92,19,235,116,1.32146,72.9158,154,154,0.382155,0,15,13,14,"2018-02-17 19:10:36",0,0
2608680785799058419,143,2800,CamachoVolcan,0,234,14,2.56043,675.885,260,260,0.392816,0,8,11,11,"2018-02-14 08:48:48",0,0
2609106183908365384,112,2810,Eduardocs2,20,233,32,1.90628,149.684,220,220,0.494771,0,13,14,15,"2018-02-12 04:22:23",0,0
2615830913897938932,143,3249,erickm321,38,234,131,2.27329,443.711,292,292,0.440686,0,13,13,13,"2018-02-17 22:27:56",0,0
2623082312466565431,350,1705,FranVolcan,1,283,40,5.92308,152.144,132,132,0.32848,0,14,12,13,"2018-02-14 03:55:23",0,0
2627609800073807620,315,947,endrigoo324,0,224,86,0.256091,1.69835,118,118,0.53735,0,5,11,8,"2018-02-14 22:43:42",0,0
2628270968881992545,214,2476,TiagoSalvatte,0,243,245,1.86049,81.5849,254,254,0.730479,0,13,15,12,"2018-02-18 09:46:55",0,0
2630554416131305848,112,2855,AntonellaLowen,23,233,32,2.2207,190.683,146,146,0.331255,0,13,12,14,"2018-02-18 13:23:18",0,0
2640620604572755537,242,3003,Gabrielpada7,31,222,86,1.75057,65.8078,442,442,0.422674,0,14,14,15,"2018-02-14 09:06:04",0,0
2643973562804674328,143,1830,Nich026,0,234,14,2.28142,617.239,330,330,0.508086,0,2,6,15,"2018-02-15 17:52:51",0,0
2644991445343266123,196,2810,CamachoVolcan,16,235,275,0.828003,18.963,130,130,0.453835,0,12,15,7,"2018-01-31 09:37:13",NULL,NULL
2646171308859555387,76,2370,MrDarth78,0,233,259,1.27318,282.402,148,148,0.442803,0,14,9,15,"2018-02-09 08:53:44",0,0
2646645502119610507,85,795,dbsgsjsg,0,239,38,1.64518,83.3748,60,60,0.245559,0,7,5,13,"2018-02-07 21:57:37",0,0
2648972592769460378,348,2176,EBManke,0,200,259,1.37627,64.6176,188,188,0.573072,0,5,15,5,"2018-02-01 04:26:42",NULL,NULL
2649929171926440946,136,1442,SorRobson87,0,209,24,0.81985,17.7143,120,120,0.41537,0,10,15,9,"2018-01-30 22:12:14",NULL,NULL
2661276353356525761,131,2084,RodrigoLealDias,0,218,284,2.25065,167.609,348,348,0.640076,0,14,13,10,"2018-01-28 03:57:42",NULL,NULL
2663150182822420180,248,2630,MrsCarrion37,12,202,279,2.20862,255.696,138,138,0.332811,0,11,10,11,"2018-02-11 02:49:17",0,0
2674492713216819719,326,2089,erickm321,0,274,276,0.752736,51.4275,142,142,0.407621,0,15,15,13,"2018-01-28 23:39:10",NULL,NULL
2676620707903294158,130,2811,Gekancom,22,253,277,6.89146,270.358,132,132,0.331312,0,11,12,15,"2018-02-06 11:03:22",0,0
2681294606973725663,143,2611,WellNeitzke,16,212,268,2.2957,467.521,278,278,0.42026,0,13,13,11,"2018-02-16 22:35:15",0,0
2682362558243539012,217,2214,ishizaka94,0,243,245,1.94606,121.8,152,152,0.418346,0,14,4,15,"2018-02-14 22:19:41",0,0
2695231917245744616,114,988,ManuFO12,0,214,90,1.07516,42.3227,72,72,0.262738,0,12,10,4,"2018-02-09 07:22:14",0,0
2696567308537675216,134,2893,Joubert11,23,230,58,0.788382,14.9476,184,184,0.33936,0,15,12,15,"2018-02-12 12:16:04",0,0
2698638827364379305,94,1469,JpKazix,0,203,70,1.16771,27.1603,88,88,0.334987,0,15,13,12,"2018-02-08 10:09:28",0,0
2702587126086636971,248,2130,LaraLariss,1,202,103,1.91243,157.608,144,144,0.342224,0,13,13,15,"2018-02-16 04:32:22",0,0
2709829842680370960,143,2854,Pafuncinho,21,234,131,1.97694,405.594,384,384,0.582963,0,11,11,15,"2018-02-10 02:58:07",0,0
2712457033574047551,242,1915,Uiliam13,2,234,14,1.51954,39.973,432,432,0.413269,0,11,15,15,"2018-02-18 11:58:51",0,0
2718004432329083590,242,1593,Conguijj,8,222,14,1.35338,31.6017,268,268,0.259883,0,7,7,13,"2018-02-16 09:09:46",0,0
2721455399596303947,214,1262,SrPopo,0,243,22,1.37448,44.0237,106,106,0.321856,0,6,7,11,"2018-02-14 12:37:47",0,0
2725861685406519844,134,2587,FranVolcan,0,230,105,1.00521,33.2215,178,178,0.332464,0,5,10,6,"2018-02-14 10:59:18",0,0
2732737964072358074,214,617,StelfElf1,0,243,245,1.64198,51.553,82,82,0.249448,0,9,6,8,"2018-02-09 12:21:49",0,0
2737380413322765555,134,2380,AmandaLowen,0,230,58,0.990519,35.321,352,352,0.642371,0,14,14,11,"2018-01-27 05:11:54",NULL,NULL
2741769295465851462,127,1119,VaiPraDeus,0,241,20,1.53131,53.7441,80,80,0.299414,0,4,6,15,"2018-02-02 19:42:47",NULL,NULL
2749647082632548383,143,1971,niltonsilva2,0,234,268,2.1438,448.343,304,304,0.475286,0,7,1,1,"2018-01-31 05:02:52",NULL,NULL
2752037285836452296,142,1582,LillithCaim,13,202,74,1.4792,34.785,138,138,0.396078,0,12,15,14,"2018-01-31 21:08:31",NULL,NULL
2754249113818956411,134,2709,JojorkGamer,47,230,105,1.07368,13.1423,264,264,0.49063,0,15,11,15,"2018-02-06 21:07:21",0,0
2755196441279354282,143,1208,Maurowell,0,234,31,2.3816,478.643,210,210,0.324931,0,12,6,13,"2018-02-14 21:24:17",0,0
2760633369911179052,113,749,13MCosta,0,222,108,1.1812,35.254,342,342,0.338232,0,15,7,15,"2018-02-15 18:39:08",0,0
2763551318610005229,349,12,VaiPraDeus,0,221,276,0.644467,6.87786,20,20,0.19845,0,4,6,11,"2018-02-18 11:48:50",0,0
2766666467471224960,214,1848,TibabuArmao,0,243,22,1.40445,54.2085,148,148,0.431577,0,8,13,10,"2018-01-27 18:11:44",NULL,NULL
2772291492517981781,3,2172,IgorCarbone99,22,215,116,2.20574,116.032,118,118,0.345354,0,14,12,11,"2018-01-27 14:05:28",NULL,NULL
2782615410815760054,214,1301,xrafinha93,0,261,31,1.24494,39.021,130,130,0.393998,0,13,5,1,"2018-02-16 04:46:12",0,0
2783065061058263241,130,3086,jairso1234,16,253,107,7.40115,304.352,314,314,0.766968,0,14,15,15,"2018-02-16 23:01:30",0,0
2783130947969216623,99,2095,Andershowsilva,0,228,100,1.22034,50.9433,102,102,0.42471,0,4,12,0,"2018-02-08 16:31:36",0,0
2785015306001673537,130,2751,WellNeitzke,8,202,277,6.85394,230.863,168,168,0.412009,0,4,15,12,"2018-02-14 17:00:57",0,0
2786576248016375130,18,747,nicolasBTJ,0,255,122,1.65598,46.9451,150,150,0.446451,0,9,4,12,"2018-02-16 01:57:28",0,0
2794474546240144685,18,1160,vitinhoPel,0,255,256,1.44928,43.9434,160,160,0.450663,0,15,12,11,"2018-01-28 21:29:51",NULL,NULL
2794558534991501239,134,2744,Sunci22,25,230,107,1.12172,34.5849,256,256,0.489384,0,8,2,15,"2018-02-06 16:29:50",0,0
2796895108892562839,284,1729,soareskalicki,0,255,121,0.770495,4.61652,146,146,0.503486,0,7,5,15,"2018-02-11 11:31:12",0,0
2802936350840135156,3,1817,Ind1oBR,0,214,116,1.9416,90.9651,142,142,0.409161,0,13,15,14,"2018-02-12 00:22:55",0,0
2808154241055683064,112,2748,thaisacostaa,0,241,284,1.58622,92.4293,310,310,0.696164,0,8,13,13,"2018-02-12 13:15:51",0,0
2815837898238913847,3,2087,ChefBergueson,0,215,47,1.98074,97.9134,186,186,0.534796,0,6,15,5,"2018-02-13 16:26:16",0,0
2831836803027253881,112,2461,niltonsilva2,0,233,22,2.00255,102.364,138,138,0.316045,0,9,9,5,"2018-02-14 11:11:18",0,0
2832666821740010290,143,2904,Pmoralles,16,234,14,2.21048,614.251,334,334,0.518272,0,13,3,15,"2018-02-02 03:02:00",NULL,NULL
2836704357968253860,242,2089,julianaknd,6,234,86,1.661,48.2185,298,298,0.286513,0,11,11,15,"2018-02-18 13:29:30",0,0
2836938062815840470,214,2540,SS53H,0,261,22,1.46737,48.1636,164,164,0.472479,0,8,14,14,"2018-02-17 18:02:55",0,0
2837087260564139231,242,2494,Jessabraham,0,222,14,1.54886,43.38,546,546,0.531931,0,5,4,10,"2018-01-28 16:59:38",NULL,NULL
2843486233582901281,284,1200,JadeLuzardo,0,260,121,0.601656,2.63492,82,82,0.297644,0,10,1,5,"2018-02-11 16:02:37",0,0
2846038907935227318,113,884,07MCosta,0,234,14,1.19963,36.3829,350,350,0.342333,0,5,12,14,"2018-02-11 04:27:59",0,0
2849162775715180842,136,1884,jedrtskl,0,209,270,0.855193,20.1538,146,146,0.524369,0,14,11,5,"2018-02-12 12:09:57",0,0
2852335647044433728,3,2010,Dudupel,10,215,47,1.86638,91.5001,234,234,0.677724,0,9,14,14,"2018-01-29 22:53:31",NULL,NULL
2854679998824777313,317,1681,VaiPraDeus,0,241,39,1.66771,81.069,214,214,0.504534,0,11,14,12,"2018-02-02 09:21:07",NULL,NULL
2857328687053592836,142,1172,Flaviarrr,0,239,74,1.68579,47.6509,172,172,0.511475,0,5,10,7,"2018-01-27 02:32:03",NULL,NULL
2858459287861107311,214,2425,JuniorAraujoL,0,243,245,1.72375,68.5643,116,116,0.338175,0,13,12,9,"2018-01-31 05:22:22",NULL,NULL
2880233976127383546,134,1983,Lenue335,5,230,105,1.10724,42.3329,334,334,0.642225,0,7,1,2,"2018-02-18 13:54:39",0,0
2882602810253493549,78,1649,CauaAvila14,0,207,46,1.11949,29.8872,118,118,0.413525,0,14,13,14,"2018-02-06 05:19:30",0,0
2892868131358410170,113,1257,batdylma,0,234,108,1.25178,40.2143,394,394,0.391888,0,14,5,10,"2018-02-01 07:08:32",NULL,NULL
2893513788605538871,112,2911,Joubert11,16,241,284,2.02099,137.09,282,282,0.630645,0,15,15,14,"2018-01-31 21:06:37",NULL,NULL
2894760331190748341,76,2598,matteusaum,26,227,32,1.329,280.497,216,216,0.627114,0,15,13,14,"2018-02-02 20:48:29",NULL,NULL
2898634623677166384,134,1609,arthur12kd,0,230,107,0.993018,26.2234,260,260,0.492473,0,15,6,5,"2018-02-18 12:23:08",0,0
2907915648634997612,85,609,gabelvt,0,239,256,1.77767,91.3833,96,96,0.373947,0,4,10,5,"2018-01-30 20:03:52",NULL,NULL
2908404330470489979,62,1520,LiraBica,7,241,246,1.25351,53.4438,148,148,0.408484,0,12,3,8,"2018-02-13 14:23:27",0,0
2908647892476698606,214,2467,addcj123,0,261,245,1.29725,49.424,168,168,0.489932,0,10,12,11,"2018-01-28 17:12:07",NULL,NULL
2909328566651813907,242,3058,py3djb,33,222,14,1.39985,48.4297,362,362,0.345156,0,15,15,15,"2018-02-05 20:23:26",0,0
2909575947522770267,185,190,GymRuller,0,227,32,0.850652,17.8689,48,48,0.173581,0,6,3,4,"2018-02-11 23:58:29",0,0
2911233554503019814,248,2982,japanego24,2,202,279,2.12683,225.888,160,160,0.390818,0,7,6,7,"2018-02-13 00:06:49",0,0
2919654562611750713,123,1158,gabrieljk1,0,200,100,1.80246,75.229,112,112,0.380919,0,13,8,14,"2018-02-17 14:27:02",0,0
2923626409399185880,248,2192,SSouza51,3,266,279,1.84504,172.114,148,148,0.349516,0,13,13,10,"2018-02-08 03:02:29",0,0
2943564104224743235,197,981,Fernandahvm,1,278,280,1.09851,33.2583,136,136,0.347907,0,13,6,5,"2018-02-05 21:25:16",0,0
2946961478000467865,263,138,StelfElf1,0,221,26,0.417096,18.1084,58,58,0.354861,0,12,6,6,"2018-02-15 15:52:37",0,0
2948321991066567417,335,2056,YuriWitch7,0,213,245,1.44651,45.5186,146,146,0.453761,0,15,15,15,"2018-02-17 16:12:59",0,0
2948721069832722036,214,2458,fuinha42,8,243,22,1.63902,76.0354,250,250,0.739477,0,11,10,7,"2018-02-08 18:38:45",0,0
2954057291204433884,55,840,FilipeFCoi,1,235,39,1.54278,45.8724,162,162,0.467744,0,4,15,13,"2018-01-29 18:09:59",NULL,NULL
2959763423501126779,229,1948,AmandaLowen,0,240,280,1.66698,55.4743,110,110,0.342323,0,15,11,9,"2018-01-30 12:29:10",NULL,NULL
2960990566891132363,143,2374,Trinkain3,10,234,31,2.05502,400.212,242,242,0.364993,0,15,12,14,"2018-02-17 12:14:36",0,0
2966242011586538742,135,2062,nocamila,0,205,35,0.783985,26.4723,94,94,0.332409,0,11,14,13,"2018-02-08 14:33:37",0,0
2968171830841220981,135,1623,CacaGo5,0,250,79,0.930997,35.3715,90,90,0.345713,0,1,1,1,"2018-02-12 21:47:44",0,0
2969958964055884619,196,2174,ZeratusFury,6,235,108,0.88308,26.4509,110,110,0.38814,0,12,12,13,"2018-02-10 21:11:28",0,0
2981562322528132414,130,2168,Alive2922,0,202,107,5.22856,149.623,210,210,0.527207,0,8,10,13,"2018-02-14 01:35:10",0,0
2995294080439800478,130,2805,AlineTorrezin,20,253,107,6.88046,314.034,152,152,0.373224,0,15,14,15,"2018-02-15 04:59:08",0,0
2996086744198317824,134,2778,MVasconcelos7,0,230,107,0.943523,27.8188,408,408,0.749059,0,13,13,12,"2018-02-02 13:05:13",NULL,NULL
3007572183828529648,6,2328,CascudoMM,29,210,103,1.45056,57.2614,214,214,0.656875,0,2,8,0,"2018-01-27 15:10:31",NULL,NULL
3010889973539778866,143,2762,Rkwienke,4,234,14,1.8899,376.784,220,220,0.332482,0,1,13,8,"2018-02-12 13:22:39",0,0
3020794731281032100,87,1047,Fernandahvm,0,218,248,1.71812,131.309,136,136,0.351188,0,15,15,10,"2018-02-13 15:03:38",0,0
3021178369554390045,65,2272,niltonsilva2,0,226,275,1.7227,66.9134,96,96,0.39032,0,10,14,15,"2018-02-13 11:27:26",0,0
